Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Label
-0.735791,-0.713708,-0.861054,-1.052318,-1.10003,-0.995613,-0.775246,-0.471334,0.934963,-0.731308,-0.831666,-0.994955,-1.191396,-1.391349,-1.530606,-1.605225,-1.649184,1.467075,-0.81874,-0.940832,-1.145932,-1.383404,-1.525273,-1.541719,-1.7505,-1.820533,Actin
-0.734154,-0.715045,-0.77678,-0.31744,0.910114,1.006147,0.460043,0.191716,-0.347439,-0.364475,-0.267908,-0.345448,0.177985,0.873892,0.899083,0.570266,0.459555,-0.468405,-0.355887,-0.320338,-0.428535,0.191129,0.972887,1.164437,0.821922,0.521754,Late_Endosomes
-0.731087,-0.982442,-1.038506,-0.973461,-0.987007,-0.87149,-1.219722,-1.30332,1.152216,-0.359336,-0.505695,-0.50563,-0.661702,-0.768753,-0.829792,-0.69582,-0.607795,0.694153,-0.394777,-0.588825,-0.608739,-0.759102,-0.822294,-0.817505,-0.913964,-0.861262,Mitochondria
-0.72796,-0.462207,-0.421084,-0.653537,-0.228849,-0.087554,-0.120533,0.181139,0.218813,-0.737915,-0.889521,-1.062915,-1.251222,-1.382763,-1.46951,-1.626879,-1.664995,1.479215,-0.801446,-1.009532,-1.226903,-1.427298,-1.372473,-1.313002,-1.524755,-1.601762,Actin
-0.724244,-0.887211,-0.87981,-0.919723,-0.391421,-0.092134,-0.695377,-0.500606,0.586871,-0.412053,-0.463849,-0.470126,-0.521784,-0.342141,-0.214113,-0.377593,-0.366949,0.388192,-0.443565,-0.524486,-0.563898,-0.584834,-0.248618,-0.157659,-0.543075,-0.591933,Mitochondria
-0.716468,-0.550772,-0.61443,-0.717017,-0.4203,-0.418384,-0.291781,-0.037717,0.429703,-0.376174,-0.276687,-0.394645,-0.629255,-0.709536,-0.696814,-0.509707,-0.383145,0.548276,-0.405452,-0.273984,-0.385852,-0.576923,-0.606926,-0.445812,-0.166754,-0.236609,Endoplasmic_Reticulum
-0.715899,-0.609246,-0.582742,-0.97315,-1.119405,-0.846814,-0.810505,-0.737262,0.93142,-0.606326,-0.669826,-0.691269,-0.794555,-0.756856,-0.455589,-0.550963,-0.549371,0.636385,-0.50835,-0.489362,-0.412568,-0.429641,-0.135486,0.261567,0.030569,0.117419,Microtubules
-0.709385,-0.92899,-0.84416,-0.876842,-0.659392,-0.593738,-0.870474,-1.164186,0.90964,-0.44879,-0.456725,-0.577235,-0.546357,-0.559883,-0.559147,-0.605394,-0.558088,0.580752,-0.440421,-0.519486,-0.633658,-0.539466,-0.563996,-0.514524,-0.801523,-0.871496,Mitochondria
-0.70494,-0.489293,-0.299362,-0.497416,-0.328503,0.097079,-0.301115,-0.493131,0.339832,-0.699946,-0.804353,-0.931875,-1.120099,-1.13744,-0.984121,-1.238865,-1.35182,1.178961,-0.774618,-0.89143,-1.036926,-1.23159,-1.078374,-0.758168,-1.238613,-1.421081,Actin
-0.69937,-0.513823,-0.537932,-1.046683,-1.144929,-1.027699,-1.184522,-1.175797,1.135168,-0.553445,-0.482468,-0.508825,-0.632948,-0.427185,-0.212938,-0.317707,-0.33353,0.404027,-0.427383,-0.28598,-0.193567,-0.283379,0.164409,0.379934,0.106749,0.236177,Microtubules
-0.693157,-0.851675,-0.911178,-1.185452,-1.265373,-1.092637,-1.283539,-1.269801,1.272696,-0.488113,-0.493446,-0.564618,-0.638381,-0.572578,-0.394378,-0.393795,-0.428057,0.496872,-0.410321,-0.398685,-0.40493,-0.430289,-0.11044,0.135514,-0.029991,0.009736,Microtubules
-0.690767,-0.653355,-0.563579,-0.840803,-0.824675,-0.805051,-0.772318,-0.676347,0.826599,-0.612171,-0.688165,-0.798818,-0.980113,-1.090148,-1.140102,-1.078247,-1.030096,1.05108,-0.542794,-0.633304,-0.712193,-0.819134,-0.731028,-0.638099,-0.670407,-0.607786,Actin
-0.690678,-0.435768,-0.581255,-0.980029,-0.878247,-0.706782,-0.366375,-0.291862,0.67782,-0.605416,-0.646409,-0.703852,-0.802749,-0.594934,-0.517926,-0.431108,-0.535847,0.598284,-0.484719,-0.44181,-0.445283,-0.341891,0.121182,0.197242,0.374159,0.399255,Microtubules
-0.684497,-0.702352,-0.627697,-0.920436,-1.543604,-1.795916,-1.751114,-2.076432,1.659729,-0.47067,-0.554024,-0.598855,-0.654688,-0.67054,-0.70178,-0.704487,-0.793302,0.719472,-0.12297,-0.12722,-0.104532,-0.09694,-0.021219,0.011527,0.104806,0.121358,Peroxisomes
-0.680095,-0.696651,-0.847546,0.001406,0.60928,0.728789,0.058294,0.196309,-0.210832,-0.325246,-0.302166,-0.241756,0.26774,0.528975,0.47867,0.269314,0.192546,-0.242424,-0.378622,-0.388441,-0.297743,0.239777,0.534482,0.458478,0.416004,0.170446,Late_Endosomes
-0.677912,-0.565478,-0.453847,-0.899124,-0.929437,-0.834136,-0.740122,-0.875356,0.886499,-0.599352,-0.595527,-0.588355,-0.74555,-0.463805,-0.172527,-0.299852,-0.358694,0.433178,-0.497123,-0.516606,-0.364918,-0.437201,0.04101,0.366622,0.154106,0.213248,Microtubules
-0.675908,-0.491881,-0.205689,-0.241218,-0.209452,-0.213774,-0.003818,0.535279,0.067511,-0.386385,-0.433445,-0.394149,-0.443846,-0.556839,-0.476819,-0.358672,-0.136281,0.384785,-0.467422,-0.581561,-0.574164,-0.641886,-0.82602,-0.760214,-0.592454,-0.378934,Endoplasmic_Reticulum
-0.67334,-0.853694,-0.92589,-1.108443,-0.896813,-0.884115,-0.668364,-0.999128,0.985312,-0.495481,-0.444386,-0.432018,-0.446329,-0.133466,0.166602,0.124234,-0.150175,0.136427,-0.236097,0.077845,0.207171,0.349416,1.272716,1.554397,1.28936,1.193761,Microtubules
-0.673072,-0.647873,-0.811683,0.412096,0.74215,0.962634,-0.207735,-0.58123,-0.144314,-0.402485,-0.480494,-0.286227,0.14451,0.461312,0.343036,0.074035,0.192796,-0.142901,-0.432674,-0.536934,-0.346991,0.281766,0.601348,0.511381,0.498831,0.416289,Lysosome
-0.67247,-0.464394,-0.418049,-0.467871,-0.27801,-0.217417,-0.189861,-0.168163,0.311986,-0.325052,-0.37114,-0.305383,-0.186045,0.123438,0.115411,0.079282,-0.020562,0.031033,-0.431757,-0.543301,-0.562575,-0.564855,-0.511768,-0.769283,-0.976681,-1.133821,Mitochondria
-0.672437,-0.620547,-0.793662,-0.894038,-0.943,-1.037599,-1.371062,-1.200297,1.13463,-0.252232,-0.255175,-0.495432,-0.617609,-0.763575,-0.884823,-0.835624,-0.764559,0.744257,-0.207372,-0.209814,-0.442688,-0.546741,-0.5878,-0.568241,-0.637089,-0.602388,Mitochondria
-0.672409,-0.760649,-0.800095,-1.083472,-1.086684,-0.972838,-0.766402,-0.858351,1.009487,-0.600607,-0.625999,-0.685681,-0.814765,-0.65107,-0.492898,-0.557446,-0.732346,0.673857,-0.440073,-0.374744,-0.330013,-0.294153,0.237874,0.49877,0.319946,0.292167,Microtubules
-0.672112,-0.750301,-0.818417,-1.000024,-1.134893,-0.962512,-0.788496,-0.837111,1.003451,-0.549909,-0.522909,-0.496488,-0.669688,-0.404718,-0.211747,-0.380388,-0.439522,0.444277,-0.320932,-0.205771,-0.069467,-0.175968,0.481005,0.781003,0.400734,0.477218,Microtubules
-0.668801,-0.452432,-0.516358,-0.699665,-0.512884,-0.283023,-0.092337,0.02231,0.355845,-0.595502,-0.716731,-0.813801,-0.998899,-0.979497,-0.964859,-1.026528,-1.058877,1.007203,-0.601524,-0.732989,-0.799746,-0.961607,-0.779464,-0.634638,-0.852833,-0.896308,Actin
-0.668081,-0.220084,-0.1542,-0.665547,-0.771425,-0.502533,-0.425424,-0.535967,0.585298,-0.589854,-0.638616,-0.531337,-0.616167,-0.355867,-0.029441,-0.085301,-0.174279,0.289079,-0.391647,-0.463142,-0.029088,0.018163,0.572378,0.943386,0.802648,0.802443,Microtubules
-0.664568,-0.695457,-0.684568,-1.043875,-1.553115,-1.766477,-1.811538,-1.834997,1.635979,-0.197585,-0.150379,-0.14033,-0.193843,-0.309735,-0.335564,-0.424729,-0.533376,0.364653,0.348908,0.627928,0.919333,1.023322,1.125297,1.271789,1.702828,1.755658,Peroxisomes
-0.662371,-0.711202,-0.785361,-0.943249,-1.344176,-1.478085,-1.4179,-1.422142,1.372047,-0.517073,-0.599102,-0.589634,-0.595554,-0.801818,-0.921905,-0.871111,-0.881555,0.825168,-0.199567,-0.107441,0.20274,0.232745,0.122705,0.267106,0.672408,0.807973,Peroxisomes
-0.660918,-0.641359,-0.942287,-0.043232,0.261481,0.143448,-0.222748,-0.408716,0.168733,0.028252,0.323548,0.320682,0.273389,0.535582,0.357754,0.472284,0.585464,-0.44956,-0.073054,0.177751,0.096175,-0.030628,0.079378,-0.091857,-0.047831,0.028423,Lysosome
-0.657343,-0.592859,-0.488008,-0.891998,-0.851098,-0.590462,-0.446919,-0.409359,0.672109,-0.627152,-0.728648,-0.794793,-0.867259,-0.724588,-0.584119,-0.663313,-0.778208,0.752263,-0.552486,-0.55806,-0.55799,-0.57982,-0.201863,-0.058868,-0.186497,-0.169518,Microtubules
-0.656153,-0.513653,-0.522904,-0.865911,-0.73296,-0.75116,-0.693386,-0.648229,0.771729,-0.652375,-0.671144,-0.783342,-0.856388,-0.680906,-0.438352,-0.615253,-0.671391,0.681179,-0.650801,-0.688221,-0.751205,-0.835854,-0.489951,-0.283993,-0.590895,-0.585579,Microtubules
-0.653034,-0.715757,-0.898214,-0.71333,-0.571601,-0.460101,-0.757262,-1.055835,0.78889,-0.411063,-0.353977,-0.425685,-0.19741,0.248406,0.504371,0.234706,0.088808,-0.0963,-0.492475,-0.483344,-0.63222,-0.451266,-0.166526,-0.138914,-0.593233,-0.768399,Mitochondria
-0.651077,-0.520837,-0.486539,-0.696564,-0.605333,-0.531722,-0.563338,-0.812366,0.684707,-0.695104,-0.815295,-0.927866,-1.180357,-1.330994,-1.381392,-1.414485,-1.392419,1.324537,-0.733596,-0.865004,-1.020802,-1.294589,-1.35781,-1.310637,-1.502098,-1.583147,Actin
-0.650283,-0.890405,-1.015149,-1.183321,-1.216714,-1.333015,-1.506284,-1.380803,1.384291,-0.105425,-0.015671,0.112131,-0.149657,-0.133058,-0.153371,0.134145,0.488781,-0.087651,-0.097944,0.039904,0.148978,-0.135384,-0.101158,-0.179839,-0.003868,0.313728,Plasma_Membrane
-0.649422,-0.60656,-0.770225,0.364184,0.942191,1.207042,0.647106,0.317987,-0.569042,0.11538,-0.034097,0.230284,0.354616,0.729539,0.789345,0.622186,0.840779,-0.630336,0.023182,-0.174775,0.029538,0.122952,0.357862,0.468567,0.484143,0.48092,Lysosome
-0.64746,-0.783593,-0.722471,-0.009644,0.400379,0.650858,-0.195439,-0.237057,-0.023423,0.289141,0.343678,0.347824,0.663905,0.39365,0.536391,0.567628,0.578707,-0.535356,0.208446,0.231554,0.178641,0.437507,0.00126,0.113353,0.214384,0.159179,Lysosome
-0.64405,-0.484295,-0.120443,-0.445708,0.02552,0.401281,0.613611,0.641987,-0.212249,-0.695715,-0.822252,-0.98953,-1.146421,-1.287692,-1.355691,-1.416378,-1.474214,1.335705,-0.790294,-0.984957,-1.221999,-1.467656,-1.653854,-1.73634,-1.917842,-2.031555,Actin
-0.639619,-0.866256,-0.702472,-0.013037,0.621765,0.644542,0.022225,0.144446,-0.179387,0.224043,0.365512,0.399216,0.303431,0.482852,0.481748,0.634259,0.641672,-0.526077,0.131184,0.240296,0.207263,0.003351,0.028161,-0.146756,-0.051744,-0.10703,Lysosome
-0.638246,-0.293888,-0.089978,-0.485671,0.144706,0.579302,0.607256,0.490865,-0.244969,-0.623513,-0.724268,-0.763872,-0.890637,-0.677853,-0.381725,-0.623451,-0.537384,0.643297,-0.69145,-0.793478,-0.840391,-0.930946,-0.268737,0.223165,-0.29255,-0.182578,Actin
-0.638114,-0.535673,-0.615591,-0.983084,-0.898168,-0.907579,-0.655308,-0.962467,0.922946,-0.674871,-0.713515,-0.760828,-0.857736,-0.777152,-0.527881,-0.641135,-0.705684,0.725467,-0.648665,-0.653169,-0.648369,-0.703864,-0.39857,-0.159411,-0.440557,-0.410159,Microtubules
-0.636646,-0.733801,-0.64848,-1.099781,-1.171613,-1.222605,-1.130714,-1.162351,1.195012,-0.590597,-0.629934,-0.64901,-0.739871,-0.626701,-0.371933,-0.554733,-0.612075,0.606961,-0.575371,-0.554098,-0.549706,-0.555924,-0.160208,0.062446,-0.287886,-0.272263,Microtubules
-0.636096,-0.882448,-0.823647,-0.821146,-0.57444,-0.445247,-0.892965,-0.903911,0.795083,-0.466129,-0.419595,-0.398174,-0.473327,-0.193806,-0.024152,-0.253364,-0.230949,0.265526,-0.433708,-0.421299,-0.313976,-0.354848,0.110493,0.301477,-0.001055,-0.029322,Mitochondria
-0.636096,-0.277482,-0.829962,0.056224,0.165115,0.066965,-0.920088,-1.182967,0.444979,0.096817,0.486591,0.227154,0.497941,1.112895,1.175665,0.948535,0.883849,-0.867088,0.102384,0.506899,0.167391,0.415125,1.042642,0.766021,0.483042,0.40974,Lysosome
-0.635941,-0.481402,-0.613085,0.523516,1.111661,1.450709,0.478685,0.88305,-0.788618,0.374098,0.182862,0.307111,0.695658,1.244043,1.041124,0.852938,0.755241,-0.838443,0.293918,0.051882,0.119129,0.456564,0.794925,0.463341,0.361041,0.099292,Lysosome
-0.635278,-0.337439,-0.800028,-0.983605,-0.996399,-1.022791,-0.909016,-0.855548,0.990258,-0.515018,-0.529698,-0.533588,-0.631618,-0.323367,0.13336,-0.233176,-0.325367,0.31537,-0.439432,-0.276427,-0.262449,-0.173258,0.659918,1.078764,0.43752,0.504605,Microtubules
-0.631905,-0.818313,-0.603888,-1.060449,-1.079576,-1.020301,-0.91678,-0.873447,1.03063,-0.594581,-0.635221,-0.65461,-0.771912,-0.586415,-0.368053,-0.409303,-0.475369,0.543965,-0.490498,-0.47319,-0.495623,-0.592053,-0.232407,0.015721,-0.194245,-0.27772,Microtubules
-0.631439,-0.833896,-0.799918,0.035643,1.256618,1.535572,0.264228,0.507837,-0.612829,-0.145908,-0.152296,-0.060617,0.29192,0.932107,0.962498,0.640042,0.757756,-0.625724,-0.227594,-0.25482,-0.226885,0.096763,0.655174,0.67086,0.416134,0.471697,Lysosome
-0.630188,-0.773921,-1.094922,-0.508356,0.008399,0.49531,-0.658954,-0.567333,0.335991,0.424846,0.454629,0.403741,0.305997,0.348112,0.412753,0.560869,0.585236,-0.480011,0.343217,0.309045,0.189359,-0.010462,-0.122735,-0.176803,-0.033244,-0.061418,Lysosome
-0.629008,-0.676491,-0.792157,-1.109733,-1.102883,-1.099759,-1.09667,-1.202789,1.167378,-0.65669,-0.74314,-0.856367,-0.985568,-0.880013,-0.745957,-0.966746,-0.994765,0.933793,-0.745989,-0.880771,-1.042624,-1.256046,-1.244048,-1.236586,-1.603002,-1.725986,Microtubules
-0.62866,-0.324518,-0.532199,-0.679624,-0.472629,-0.284045,-0.135917,-0.307343,0.417133,-0.614632,-0.724306,-0.818182,-0.920279,-0.994287,-0.960574,-1.058767,-1.118811,1.021601,-0.60946,-0.680836,-0.731125,-0.701483,-0.312603,-0.101307,-0.382329,-0.481466,Actin
-0.624887,-0.656047,-0.776815,0.164496,0.730227,0.459326,-0.294515,0.150827,-0.140389,0.641971,0.763647,0.711512,0.589914,0.520539,0.572832,0.558506,0.666227,-0.635181,0.523977,0.629662,0.506406,0.270136,-0.057806,-0.074283,-0.105646,-0.037941,Lysosome
-0.622032,-0.573999,-0.370787,-0.853572,-0.749991,-0.657268,-0.369388,-0.504264,0.658349,-0.704407,-0.800517,-0.869332,-1.005443,-0.957829,-0.813203,-0.958951,-1.016523,0.968979,-0.71013,-0.824877,-0.900137,-1.005035,-0.841495,-0.676607,-0.90521,-0.964797,Microtubules
-0.618067,-0.505488,-1.114365,-0.362562,0.176619,-7.90E-04,-0.099038,-0.401426,0.247934,-0.310904,-0.27555,-0.162362,0.1579,0.401956,0.426952,0.2712,0.279974,-0.231968,-0.338535,-0.35301,-0.272178,0.201585,0.502473,0.516476,0.402073,0.359764,Late_Endosomes
-0.617512,-0.52221,-0.715913,-1.019023,-1.449777,-1.687426,-1.678967,-1.621442,1.520331,-0.494172,-0.540035,-0.606693,-0.767443,-1.004661,-1.150332,-1.076987,-1.117567,1.009133,-0.410659,-0.430211,-0.483834,-0.644102,-0.959355,-1.099769,-0.89299,-0.847687,Peroxisomes
-0.615583,-0.464921,-0.525978,-0.90185,-0.917139,-0.886068,-0.606386,-0.631184,0.819811,-0.605626,-0.611482,-0.646738,-0.793721,-0.626413,-0.44028,-0.455119,-0.485243,0.574183,-0.508934,-0.403497,-0.348491,-0.392162,0.20926,0.408498,0.331161,0.480703,Microtubules
-0.615216,-0.793131,-0.345281,0.385963,0.901045,0.681227,0.42805,0.300511,-0.433399,-0.107517,-0.288934,-0.142342,0.364033,0.682024,1.066518,0.428055,0.380828,-0.469308,-0.119997,-0.326617,-0.219824,0.328888,0.686463,1.025072,0.389056,0.333614,Late_Endosomes
-0.612357,-0.500067,-0.416256,-0.924909,-0.750994,-0.611803,-0.578326,-0.722676,0.741092,-0.672585,-0.768746,-0.866736,-0.999046,-0.940576,-0.854189,-0.947974,-1.054586,0.97704,-0.687244,-0.787654,-0.919406,-1.069656,-0.932454,-0.873499,-1.072592,-1.114275,Microtubules
-0.6065,-0.506115,-0.533755,-0.967461,-1.518379,-1.704861,-1.694799,-1.59893,1.512721,-0.472223,-0.532707,-0.506223,-0.646925,-0.801726,-0.875792,-0.888818,-0.962183,0.835583,-0.243012,-0.118122,0.122827,-0.038977,-0.018213,0.030065,0.162769,0.21123,Peroxisomes
-0.605945,-0.610878,-0.654966,-1.004918,-1.105752,-1.039696,-1.195358,-1.141277,1.128465,-0.544963,-0.573371,-0.711076,-0.802404,-0.696274,-0.504408,-0.686787,-0.778605,0.713355,-0.538007,-0.546602,-0.675344,-0.724631,-0.560369,-0.396289,-0.665754,-0.700861,Microtubules
-0.602549,-0.409651,-0.981591,-0.469078,-0.130124,0.046568,-0.77598,-1.003025,0.540037,0.225365,0.437801,0.412337,0.345265,0.437091,0.421274,0.372513,0.30719,-0.386728,0.223987,0.402226,0.377341,0.265956,0.368303,0.298429,0.115028,-0.01735,Lysosome
-0.602427,-0.488151,-0.490385,-0.699775,-0.490161,-0.156122,0.212529,0.358643,0.198789,-0.705247,-0.824631,-0.991938,-1.179901,-1.418812,-1.558768,-1.552602,-1.592248,1.448873,-0.755495,-0.899835,-1.103085,-1.261781,-1.367042,-1.30911,-1.425523,-1.435067,Actin
-0.59912,-0.89353,-0.774108,0.153291,0.408977,0.785753,-0.045592,-0.43148,-0.055676,-0.510997,-0.406445,-0.406594,0.154142,0.885706,1.034531,0.395041,0.244041,-0.385961,-0.559869,-0.408424,-0.446746,0.34076,1.158027,1.275663,0.75908,0.552431,Late_Endosomes
-0.596877,-0.650623,-0.745826,-0.929099,-1.013939,-0.866982,-0.695302,-0.809258,0.915166,-0.62574,-0.607174,-0.669456,-0.788148,-0.555401,-0.332356,-0.527183,-0.688217,0.61145,-0.5414,-0.390127,-0.39801,-0.428533,0.095962,0.272701,0.091394,-0.019721,Microtubules
-0.59683,-0.6459,-1.016638,-0.956594,-0.79143,-0.670189,-0.777997,-0.561402,0.814965,-0.53563,-0.511321,-0.556416,-0.60285,-0.698752,-0.67833,-0.767734,-0.715341,0.702365,-0.597982,-0.582672,-0.673208,-0.704029,-0.816598,-0.770597,-0.947564,-0.971831,Mitochondria
-0.596331,-1.103781,-1.195027,-0.516067,0.046116,0.073969,-0.908425,-0.621621,0.496235,0.010537,-0.161338,-0.170111,0.103396,0.334554,0.412769,0.382857,0.305871,-0.257971,-0.02251,-0.254298,-0.276469,-0.048994,0.171878,0.255064,0.262481,0.07698,Lysosome
-0.594699,-0.477245,-0.517171,-0.652265,-0.409711,-0.368797,-0.635864,-0.599925,0.57083,-0.09175,-0.111287,-0.157902,-0.286524,-0.20046,-0.228571,-0.204142,-0.177163,0.206609,-0.025701,-0.069432,-0.118318,-0.252451,-0.168579,-0.199071,-0.367347,-0.333782,Mitochondria
-0.594299,-0.366513,-0.787355,0.11535,0.521228,0.151003,0.123673,0.200351,-0.121003,0.034992,0.14191,0.137412,0.148572,0.174043,-0.028607,0.194345,0.256017,-0.158434,-0.058018,-0.004281,-0.055516,-0.098377,-0.216982,-0.364903,-0.150581,-0.263223,Lysosome
-0.593001,-0.429561,-0.40366,-0.63881,-0.468382,-0.209292,-0.043364,-0.048102,0.317399,-0.72906,-0.853993,-1.006425,-1.219085,-1.444834,-1.572261,-1.613003,-1.681843,1.497006,-0.822775,-1.003543,-1.231218,-1.52135,-1.788539,-1.883909,-2.091887,-2.229726,Actin
-0.59206,-0.278643,-0.215719,-0.469078,-0.120792,0.331212,0.430379,0.5652,-0.122874,-0.73671,-0.838581,-0.964595,-1.153041,-1.114296,-1.071835,-1.34579,-1.410967,1.234649,-0.838931,-1.004507,-1.217092,-1.509995,-1.576948,-1.599604,-1.984597,-2.087941,Actin
-0.590894,-0.653623,-0.619011,-0.571753,-0.278908,-0.303925,-0.31985,-0.318542,0.421781,-0.217898,-0.098804,-0.101229,-0.156048,-0.115704,0.032394,0.136649,0.11874,-0.003072,-0.235225,-0.126901,-0.146825,-0.221906,-0.217122,-0.030718,0.031032,-0.009377,Endoplasmic_Reticulum
-0.589666,-0.302902,-0.44016,-0.611991,-0.558547,-0.422,-0.295908,-0.398828,0.490354,-0.68395,-0.793992,-0.949132,-1.136438,-1.181941,-1.27222,-1.337831,-1.344319,1.252618,-0.738371,-0.84253,-1.028725,-1.21697,-1.142483,-1.092209,-1.262546,-1.289355,Actin
-0.58571,-0.594394,-0.477853,-0.956631,-1.078056,-1.154017,-0.94398,-1.108692,1.077139,-0.489632,-0.423584,-0.470241,-0.59986,-0.323219,-0.069285,-0.1732,-0.28297,0.312592,-0.391504,-0.178174,-0.143056,-0.240206,0.242991,0.469205,0.228135,0.149481,Microtubules
-0.585122,-0.495609,-0.65064,-0.913805,-0.726287,-0.683856,-0.741152,-0.957795,0.843788,-0.647833,-0.674462,-0.741912,-0.810847,-0.414583,0.067912,-0.341197,-0.507935,0.45617,-0.620564,-0.547379,-0.537509,-0.454722,0.354244,0.771935,0.201367,0.063218,Microtubules
-0.585005,-0.726672,-0.461623,0.497017,0.910893,1.455688,0.009929,0.13756,-0.51053,-0.393405,-0.368133,-0.17722,0.555674,1.231125,1.465587,0.82216,0.476343,-0.71954,-0.399329,-0.434164,-0.195517,0.625812,1.244333,1.207339,0.58735,0.20655,Late_Endosomes
-0.584139,-0.440457,-0.371902,-0.5557,-0.441518,-0.145914,0.266844,0.422143,0.131039,-0.69331,-0.829509,-0.969037,-1.143536,-1.311985,-1.500864,-1.596932,-1.685916,1.448709,-0.768823,-0.943474,-1.138179,-1.373972,-1.480977,-1.593715,-1.809789,-1.963253,Actin
-0.583984,-0.667409,-0.727845,-1.037042,-1.545431,-1.702843,-1.641877,-1.43248,1.50453,-0.579415,-0.705476,-0.811652,-0.923666,-1.216044,-1.393795,-1.344993,-1.465383,1.264949,-0.550907,-0.669084,-0.764136,-0.900874,-1.213886,-1.2561,-1.000879,-0.965681,Peroxisomes
-0.583941,-0.53405,-0.560825,-0.982444,-1.024709,-0.958345,-0.934941,-0.868749,0.97902,-0.514001,-0.571346,-0.644685,-0.712809,-0.552709,-0.29687,-0.382191,-0.475347,0.507519,-0.408057,-0.390428,-0.411782,-0.401653,0.045622,0.28048,0.200452,0.262162,Microtubules
-0.581552,-0.569047,-0.487348,-0.873192,-1.01188,-0.954308,-0.818826,-0.982912,0.95996,-0.449811,-0.444306,-0.397629,-0.576295,-0.191542,0.199561,-0.10654,-0.251056,0.218652,-0.273327,-0.182916,-0.038589,-0.085946,0.70053,1.033765,0.67186,0.591646,Microtubules
-0.581293,-1.099849,-0.5589,-0.034999,0.620185,1.08989,0.15186,0.284395,-0.324949,0.153213,0.03833,0.115682,0.284719,0.290501,0.356012,0.528131,0.546472,-0.389054,0.071854,-0.091716,-0.059501,0.042026,-0.053501,0.038132,0.186346,0.128473,Lysosome
-0.575785,-0.382885,-0.613817,-0.877473,-0.904235,-0.771301,-0.647561,-0.787787,0.830482,-0.561603,-0.531768,-0.578552,-0.669366,-0.333353,0.119857,-0.199604,-0.353241,0.329904,-0.502602,-0.381157,-0.315995,-0.352028,0.254516,0.630756,0.243998,0.240058,Microtubules
-0.574849,-0.441304,-0.734685,-1.10387,-1.275813,-1.495992,-1.456518,-1.617002,1.417167,-0.435618,-0.533523,-0.489855,-0.584339,-0.367829,-0.32249,-0.315315,-0.330701,0.403438,-0.200798,-0.238249,-0.081552,-0.087899,0.484581,0.49243,0.399385,0.591059,Microtubules
-0.573424,-0.259551,-0.227414,-0.525351,-0.269824,-0.059458,-0.048521,-0.143477,0.229894,-0.702191,-0.821566,-0.917397,-1.119832,-1.174802,-1.151507,-1.213349,-1.230028,1.17725,-0.775224,-0.934215,-1.08115,-1.347444,-1.32345,-1.264268,-1.475856,-1.55519,Actin
-0.572761,-0.388431,-0.690669,-0.751757,-0.384449,-0.163945,-0.66287,-0.747634,0.581005,-0.342615,-0.376529,-0.476935,-0.596846,-0.694233,-0.822032,-0.819378,-0.757569,0.7247,-0.365239,-0.445858,-0.559433,-0.676271,-0.715868,-0.844341,-1.003618,-1.018432,Mitochondria
-0.571105,-0.394366,-0.443242,0.742009,1.331662,1.254912,0.747161,0.264169,-0.752752,-0.357311,-0.452983,-0.162032,0.394413,0.993013,1.052821,0.551002,0.34849,-0.511091,-0.425998,-0.548286,-0.190337,0.404164,1.036424,1.109618,0.631127,0.338578,Late_Endosomes
-0.570066,-0.109699,0.112786,-0.445351,0.100871,0.631916,0.191794,0.029686,-0.111169,-0.743613,-0.874199,-1.026161,-1.165178,-1.004609,-0.788223,-1.164216,-1.146049,1.078753,-0.717048,-0.882844,-1.093825,-1.200301,-0.731906,-0.416473,-0.888133,-1.012006,Actin
-0.566114,-0.606557,-0.692079,-0.873988,-0.80506,-0.648409,-0.560342,-0.308025,0.683134,-0.587279,-0.692705,-0.782939,-0.911999,-1.001481,-0.976191,-1.10579,-1.114222,1.026364,-0.54628,-0.665722,-0.652664,-0.776714,-0.581946,-0.355308,-0.565974,-0.484144,Actin
-0.565404,-0.367223,-0.339063,-0.628117,-0.367515,-0.10814,0.049467,-0.029261,0.246772,-0.70043,-0.813893,-0.936988,-1.097136,-1.223682,-1.252457,-1.297641,-1.341587,1.243353,-0.780575,-0.934646,-1.129843,-1.316389,-1.376721,-1.308809,-1.519508,-1.580053,Actin
-0.563099,-0.644396,-0.504737,-0.782847,-0.645267,-0.360679,-0.480279,-0.441288,0.579758,-0.616031,-0.712172,-0.77864,-1.010752,-1.052111,-1.101165,-1.161347,-1.199542,1.100473,-0.678541,-0.801438,-0.891409,-1.188075,-1.119846,-1.0856,-1.198902,-1.191796,Actin
-0.561778,-0.360386,-0.339385,-0.631355,-0.32001,-0.099315,0.120635,0.080886,0.200462,-0.634214,-0.709292,-0.77639,-0.981738,-0.992594,-0.965037,-1.00517,-0.916484,0.965544,-0.616968,-0.659426,-0.667539,-0.7679,-0.473608,-0.289056,-0.399925,-0.351351,Actin
-0.560945,-0.625798,-0.49298,-0.751775,-1.214348,-1.302049,-1.136934,-1.070024,1.129146,-0.590723,-0.630454,-0.654543,-0.752589,-0.955338,-1.095495,-1.051955,-1.123553,0.999868,-0.557366,-0.542027,-0.535903,-0.656566,-0.877312,-0.864062,-0.504708,-0.412084,Peroxisomes
